Frame#,Time,Abdomen_rot,Abdomen,calcn_l_rot,calcn_l,calcn_r_rot,calcn_r,femur_l_rot,femur_l,femur_r_rot,femur_r,hand_l_rot,hand_l,hand_r_rot,hand_r,head_rot,head,humerus_l_rot,humerus_l,humerus_r_rot,humerus_r,lumbar1_rot,lumbar1,lumbar2_rot,lumbar2,lumbar3_rot,lumbar3,lumbar4_rot,lumbar4,lumbar5_rot,lumbar5,patella_l_rot,patella_l,patella_r_rot,patella_r,pelvis_rot,pelvis,radius_l_rot,radius_l,radius_r_rot,radius_r,sacrum_rot,sacrum,talus_l_rot,talus_l,talus_r_rot,talus_r,tibia_l_rot,tibia_l,tibia_r_rot,tibia_r,toes_l_rot,toes_l,toes_r_rot,toes_r,torso_rot,torso,ulna_l_rot,ulna_l,ulna_r_rot,ulna_r
0,0.017,0.001030978259689229,0.003594770134505592,0.000984932781018801,0.003594770134505592,0.0008802530795927855,0.0038362721343947366,0.0012132957338273386,0.0038266967773356326,0.0011024831172630953,0.0037690020095245175,0.002421206826678157,0.0037690020095245175,0.0024835987268736095,0.0037690020095245713,0.0027801067870778465,0.0037690020095245175,0.0010305026295286189,0.0034871028914683134,0.0014237688904502163,0.003403390085498143,0.0013320687219115584,0.0033655372968288797,0.0023009807920872935,0.0033655372968288797,0.0023552204870222904,0.003365537296828928,0.00261322152727003,0.003365537296828928,0.0012366998180719795,0.002734162942719342,0.0012953233956731086,0.002042000998851397,0.0013405103566791225,0.0019747809039409284,0.0013471192558362907,0.003112668924401499,0.0013162143525496544,0.004468609864675832,0.0014934211353508755,0.005662045239350093,0.006737162477165054,0.014221250639127745,0.0012771837223122652,0.005877711184736093,0.0017775506202336695,0.009855290620763587,0.0009119768245902073,0.004755926767905369,0.0009682689308815423,0.00417065303284329,0.0008152771856716235,0.004113621044540613,0.0006558835610944084,0.006339859247352562,0.0004237888334767751,0.007217041457341412,0.0003801411174592751,0.01862018529772034,0.0003044502630641862,0.018723524831883862
1,0.033,0.0007734893487862859,0.003559612091334484,0.0007268882842496948,0.003559612091334484,0.0006424379452621838,0.003776139468989042,0.0012414981559569396,0.0037981829683684082,0.0011167774022229895,0.003733360773983322,0.0024945831133191,0.003733360773983322,0.0025585180043599847,0.003733360773983322,0.002854428930126186,0.0037333607739832957,0.0007750058241766914,0.003419535365420581,0.0013465636922367203,0.0033312146432303404,0.0012437540552039748,0.0033084601150366287,0.002313599130277032,0.0033084601150366287,0.00237209812640997,0.0033084601150366287,0.0026228130713462122,0.0033084601150366287,0.0009862769473121698,0.002782224553507633,0.0010495696704563007,0.0022582578280108544,0.001100924014884592,0.00228245643708148,0.0011155537720692389,0.003213972945656884,0.0010910687037293239,0.004404327343035282,0.0012285124978069723,0.005506350224805937,0.005346529561700242,0.010958942218703692,0.0011184051739300048,0.005652644820373727,0.0016178725284931334,0.008461851731497055,0.0006340823360653359,0.0032651164926744865,0.0006819878530539749,0.005495069894596982,0.0007397015271673978,0.005395721933202987,0.0004527931762290325,0.008339312742647287,0.0006952393454269885,0.009222298611309668,0.0005509840099624126,0.023072638856385917,0.00046425249890605456,0.023175305283009907
2,0.05,0.000425998444641237,0.002359258148079181,0.0004001664235308512,0.002359258148079181,0.0003427718633352172,0.002508656829823673,0.0009779787793362694,0.0026766099014383466,0.0008843761784154702,0.0025972886209963022,0.001801535165716042,0.0025972886209963022,0.0018324937510684634,0.002597288620996289,0.0020648436136693413,0.002597288620996289,0.00044898073286868216,0.0021490657197344282,0.0009124824567508815,0.0021179958159614535,0.0008428977517577694,0.002166847933972629,0.0015862900511418219,0.002166847933972629,0.0016281141998707217,0.002166847933972629,0.0017776581962092278,0.0021668479339726054,0.0005575367067193675,0.0019134088182785627,0.00060150027044528,0.0021134187729138524,0.000639249766611169,0.0028332908851372136,0.0006544748458135521,0.003711433144716845,0.0006410597374759698,0.004644912543136181,0.0006685879746899776,0.005537990572668303,0.0032587732216774468,0.005848467150896045,0.000890705120177841,0.005580553647572319,0.001363588169505824,0.006942779065235718,0.00022840808149942717,0.0021975516882247904,0.0002370190308132031,0.007585837698444156,0.0006902795084732637,0.007479326636367844,0.0003569631827883303,0.01257202360516878,0.0011197915240612807,0.011907857546832074,0.0008730653221480129,0.027989834377480278,0.0008151477904543391,0.028079957040734273
3,0.067,0.0002348277975812455,0.00019581446603005083,0.00023252891915038836,0.00019581446603005083,0.0002356754937822287,0.0006798632366715919,0.00047666149555082403,0.001048570732786115,0.0004364022728436752,0.001052823246669027,0.000827133053281414,0.001052823246669027,0.0008541182625821013,0.001052823246669027,0.0009139203525666645,0.0010528232466688104,0.00021591780773524177,0.0007468826013370712,0.00045905194591759244,0.0010243762497630106,0.0004175502985481001,0.0010436465597096181,0.0008005004926138575,0.0010436465597096181,0.0008216980930727365,0.0010436465597093915,0.000895999269531608,0.0010436465597094128,0.00024263901304195042,0.0011700059107391412,0.00024317989395229345,0.0022917441846830137,0.00024285105295063426,0.0034425061532777296,0.00024385849585677527,0.0044087237243075955,0.0002480610179983658,0.005304127364970154,0.00025549317330932563,0.006121339008179563,0.0017593609447995313,0.002408844902267834,0.0006776567246981034,0.006214427386965464,0.0011677037574759888,0.006232099319157403,0.0003632138209440002,0.003418514137291332,0.0002966980331731014,0.009980130830119489,0.0006546258068042831,0.009897025784894192,0.0006323816242239423,0.01571924966516224,0.0015018740096448579,0.012619617805042069,0.0012187396568774994,0.02811000281115583,0.0011282848608891232,0.028177024102172543
4,0.083,0.00019616553735196324,0.0015477633485949133,0.00017280190292139977,0.0015477633485949133,0.0002587745743900825,0.0018638522787236419,0.000625209537440127,0.0018335161200768238,0.000554833801057036,0.0019111408067242351,0.0014025572351971396,0.0019111408067242351,0.0014694082497801605,0.0019111408067243407,0.0015586930338149926,0.0019111408067243407,0.0001325847956026508,0.0020502656844010214,0.000860859950998346,0.002237964317838884,0.0007678732985864816,0.0021164586064213583,0.0015406800879579183,0.0021164586064213583,0.0015717229003412141,0.0021164586064212846,0.0017816869573376957,0.0021164586064212846,0.0003056272238257826,0.0019504673901432476,0.0003194812276363562,0.002885210637686826,0.00032994372844596145,0.004050911736368071,0.00033575574545184833,0.005200687614991891,0.0003487261836866344,0.0063250688716185565,0.00052841336209987,0.007345041332169229,0.000814957061047825,0.002059450425554822,0.0005948377727666487,0.007549747377034764,0.0011398432112151866,0.005941858727644925,0.0005600063007263331,3.1384576629328538,0.000505214385123204,0.010958505204515544,0.0005346018236793187,0.01090503269034027,0.0009354150876825159,0.019865058036133906,0.0020539791107801646,0.01372904202135683,0.001744517543809118,0.028340474405174978,0.0014218350604970301,0.02838277191453727
5,0.1,0.00030783939458724484,0.002000708784433093,0.00028152166858054397,0.002000708784433093,0.00033374857417683236,0.0025540722166415373,0.0005163477650599685,0.0024899558215988864,0.00044600337892712714,0.002562310936661002,0.0015863340005064946,0.002562310936661002,0.001703714245168734,0.002562310936661002,0.0017126413455489174,0.0025623109366611843,0.00018615614694899275,0.002660587637630403,0.001034849964285052,0.0029181901319334062,0.0009232009433111921,0.002707183033873212,0.0019656558504291366,0.002707183033873212,0.0020519497039353978,0.0027071830338733782,0.0022071483172170303,0.0027071830338733734,0.0003842589971002728,0.0019090739441332103,0.0004109501960670614,0.002885861738896978,0.00043018908744519424,0.004321467553642747,0.0004426342691071899,0.0057694611611428595,0.0004621690946376097,0.0071915147035474854,0.0006544302253440173,0.008487472180249962,0.000731058892024154,0.002140965556091847,0.0006346070702869746,0.008773406953881324,0.0011766535584927648,0.0064504923998231125,0.0005560977844691955,3.139402527496499,0.000489040903400588,0.012692412146266709,0.0005308212201678431,0.012641952497944949,0.0011558713432988595,0.023298105887222188,0.0026816736339990693,0.01347317900720508,0.002396396766432354,0.02377101778451624,0.001740694196524472,0.02381032460519418
6,0.117,0.00026659251247733277,0.001987235575032359,0.00023340034196517128,0.001987235575032359,0.00036414989277653225,0.00270368936762488,0.0007617186386443764,0.0026632557234822765,0.0006648727175108882,0.002770411916977801,0.00190061275803535,0.002770411916977801,0.002007339617860937,0.002770411916977801,0.0021025541364128706,0.0027704119169777884,0.000140184270239359,0.002857070289618368,0.0011525814595116036,0.0031261034451574056,0.0010236276103085542,0.0029349912542755083,0.0021268389001219464,0.0029349912542755083,0.002190149760506025,0.0029349912542755954,0.0024393634598022227,0.0029349912542755954,0.0004068532899690597,0.0020297300545786033,0.0004331185965283812,0.002592049078874478,0.0004563751419154599,0.003487980773667377,0.00047190092526101383,0.0045112935829200096,0.0004875439056551819,0.005559688620008732,0.0006562082895550654,0.006517394443329038,0.001342135841188385,0.0025988686042408594,0.00040307199466647794,0.0068026927835833344,0.0007248674247209721,0.006561881712762651,0.0006131066605283359,0.005243986806209252,0.0005225385008212478,0.019670916436588654,0.0008632549320059335,0.01961758445395016,0.00103418098396085,0.02654624052901346,0.0034915807703429173,0.014517984629538964,0.0032238895278301847,0.021193227681395248,0.002316455611385999,0.021230279041888817
7,0.133,0.000248780775197415,0.0020794164959243825,0.00021429526154891367,0.0020794164959243825,0.0003949300198528317,0.0026069382327228562,0.0008412699894741963,0.0024970281104884614,0.0007463073018537718,0.002605263859616332,0.0019018669153946796,0.002605263859616332,0.0019936404046957054,0.002605263859616348,0.002114535091984618,0.002605263859616332,0.0001321220244772328,0.0027693003979873477,0.0010932461617656414,0.0029447418079604137,0.0009706880601453144,0.0027788466713868955,0.0019943245531092494,0.0027788466713868955,0.002036851565893274,0.0027788466713869137,0.00230892619536099,0.0027788466713869198,0.00042053926688012905,0.001844658910627362,0.00044943492694184253,0.0016066183440873298,0.00047692882482895053,0.0014299194972895184,0.0004909913239397862,0.0017355818807494575,0.0004924456757764441,0.002257430264776968,0.0006208538939171162,0.0027430647551151956,0.0023052629762534394,0.004004735634534176,0.00010789717792992294,0.003028604238030256,0.0001375787427324491,0.008143484561862865,0.0007990679630646126,0.007708276663536424,0.0006243142918955165,0.02949546720080317,0.0014334115226706061,0.029451497689979275,0.0005873520489869749,0.02731175952305543,0.0041682893096168855,3.1308868502193663,0.0039056990876348402,0.020306704252454764,0.0029758182605800743,0.02033382596862907
8,0.15,0.0002762292788254064,0.0016092163647437258,0.000249457953575609,0.0016092163647437258,0.00038714179966193847,0.002084602767731096,0.00046406894441640407,0.0020168216939812035,0.0004005167857715677,0.002084428387047175,0.001339872773990474,0.002084428387047175,0.0014307173989605681,0.002084428387047175,0.001464208346522029,0.0020844283870471813,0.0001737142246140753,0.0022113654676399353,0.0007760656508735725,0.002348760361476881,0.0006802928754574729,0.0021964098573496083,0.001549335646404661,0.0021964098573496083,0.0016083586613631618,0.0021964098573496083,0.0017664845093109769,0.0021964098573496083,0.00040075788944852277,0.0014675385577541736,0.00042253660282419903,0.001447261334477396,0.0004463951624588467,0.0015986504927344505,0.00046695215783053317,0.001985869768870005,0.00048280900464050944,0.0024611686242625693,0.0005431378860076803,0.0029054887443346338,0.0018910203778129142,0.0028369235202642283,0.0002207451359020358,0.0031722791349528844,0.0001260432105651665,0.006246184762875406,0.0007085681455534206,0.005680639324824515,0.0005772571017453755,0.023124168633889698,0.0015991322991767115,0.02304715629082262,0.0007941091435182695,0.03316995123212032,0.005165528446756492,3.1294245044223787,0.004997506271935865,0.01722647538138762,0.0037059392193300525,0.017213542619390704
9,0.167,0.000286184491746525,0.001672676912305486,0.0002578887799119457,0.001672676912305486,0.0003588151895809836,0.0019588450190114576,0.00020172390972409746,0.0018320409631836232,0.0001588906883119154,0.0018723564705450163,0.0010028467431496286,0.0018723564705450163,0.0010986741396869565,0.0018723564705450163,0.0010682666763587002,0.0018723564705450115,0.00012695142790533856,0.0020624412574998235,0.0006420963022352915,0.002122928854565575,0.0005625974676824301,0.0019603117410748575,0.0013289477854431027,0.0019603117410748575,0.0013963150523188359,0.0019603117410748583,0.0014962208665861632,0.0019603117410748575,0.00039083175920662445,0.0015074470501648745,0.0004227373554885215,0.0013054021131082157,0.0004535372846471797,0.001069166311899838,0.0004760424915682619,0.0010722315856169788,0.0004862620537658323,0.0012614334555413453,0.0005044548286213224,0.0014862181398369993,0.0016635841776786583,0.002152598975128348,0.00038806495909456123,0.0016336188309372356,0.0005858032669774575,0.004756638188750182,0.0007067885878458325,0.004441358162453247,0.0006905590485295297,0.017426654943591857,0.0016523690806075487,0.017329770214783054,0.0005335275187245058,0.03605390888333358,0.0059698901016847486,0.024587051354189284,0.005763513500539704,0.02058273788889729,0.004536254721869104,0.02055874125974831
