time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,Abs_r3,Abs_r2,Abs_r1,Abs_t1,Abs_t2,neck_flexion,neck_bending,neck_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
1.65,97.40345626,2.87621244,88.81624316,0.46050518,1.69709081,0.15698664,50.30780174,-10.00000554,0.0,59.96597045,1.04660362,0.0,0.0,0.0,50.30780174,-10.00000554,0.0,59.96597045,1.04660362,0.0,0.0,0.0,-0.07196709,0.48565922,-0.74346936,-0.13365008,0.64592677,-0.7899362,-0.11823473,1.18083184,-0.7899362,-0.08225119,1.18083184,-0.65053569,-0.06682864,0.99035629,-0.60406886,-0.04112199,0.75228614,-0.55760202,-0.51405372,5.49387427,-4.13495354,0.0,0.0,4.0407577,-4.18824626,7.7729458,-1.39539064,-27.91971648,1.08489693,90.03355778,46.41840802,0.0,5.00000014,21.38122326,-25.48618676,18.07937175,147.79211114,47.90884241,0.0,5.00000014
1.667,97.51108296,2.89540813,88.8408088,0.46045918,1.69697151,0.15694382,50.30293736,-10.00000488,0.0,59.96703022,1.04662212,0.0,0.0,0.0,50.30293736,-10.00000488,0.0,59.96703022,1.04662212,0.0,0.0,0.0,-0.07142144,0.49360612,-0.69812704,-0.13263676,0.65649614,-0.74175998,-0.11733829,1.20015392,-0.74175998,-0.08162756,1.20015392,-0.61086116,-0.06632195,1.0065616,-0.56722822,-0.04081021,0.76459588,-0.52359528,-0.51015621,5.58377114,-3.88277314,0.0,0.0,3.69749046,-4.06552978,7.06842477,-1.7273423,-28.02014705,0.70268229,90.14088256,46.30607828,0.0,5.00000014,21.63149526,-25.25757871,18.35539558,147.46234534,47.81789137,0.0,5.00000014
1.683,97.21045599,2.89830238,88.84318967,0.46065722,1.6974847,0.15689396,50.28734365,-10.00000393,0.0,59.96986154,1.04667154,0.0,0.0,0.0,50.28734365,-10.00000393,0.0,59.96986154,1.04667154,0.0,0.0,0.0,-0.07027859,0.45431641,-0.74252225,-0.13051438,0.60424083,-0.78892989,-0.1154607,1.10462493,-0.78892989,-0.0803214,1.10462493,-0.64970697,-0.0652607,0.92644203,-0.60329933,-0.04015719,0.70373612,-0.55689169,-0.50199297,5.13931813,-4.129686,0.0,0.0,4.04966324,-3.89493145,7.4032245,-1.52314343,-27.76448566,0.98168972,90.10573607,46.36065221,0.0,5.00000014,21.15717065,-25.60775581,17.35205677,147.40842183,47.85562661,0.0,5.00000014
1.7,97.14191458,2.9133099,88.8498491,0.46074338,1.69763444,0.15682677,50.27474855,-10.00000323,0.0,59.97212666,1.04671107,0.0,0.0,0.0,50.27474855,-10.00000323,0.0,59.97212666,1.04671107,0.0,0.0,0.0,-0.06943481,0.44472559,-0.72647562,-0.12894738,0.59148503,-0.77188034,-0.11407445,1.0813058,-0.77188034,-0.07935704,1.0813058,-0.63566616,-0.06447716,0.90688442,-0.59026144,-0.03967505,0.68887994,-0.54485671,-0.49596589,5.0308248,-4.04043943,0.0,0.0,4.16055936,-3.86292542,7.10465887,-1.66895362,-27.65713557,0.76531589,90.17975053,46.37333049,0.0,5.00000014,21.05031265,-25.58369518,16.88215857,147.01040495,47.92546789,0.0,5.00000014
1.717,97.13058348,2.94255021,88.81149814,0.46078701,1.69786004,0.15679876,50.26559252,-10.00000271,0.0,59.97379223,1.04674014,0.0,0.0,0.0,50.26559252,-10.00000271,0.0,59.97379223,1.04674014,0.0,0.0,0.0,-0.07171983,0.44275352,-0.69904855,-0.1331909,0.58886219,-0.74273909,-0.11782851,1.07651092,-0.74273909,-0.0819686,1.07651092,-0.61166748,-0.06659904,0.90286299,-0.56797695,-0.04098071,0.68582521,-0.52428641,-0.51228759,5.00851641,-3.88789833,0.0,0.0,4.3172048,-3.88007462,6.77879147,-1.81678163,-27.53158652,0.48719815,90.23047683,46.33920602,0.0,5.00000014,20.96565535,-25.5326655,16.45546676,146.48502043,47.89173064,0.0,5.00000014
1.733,97.05794596,2.94484117,88.8427583,0.46076268,1.69786352,0.15665457,50.25612429,-10.00000228,0.0,59.97545914,1.04676923,0.0,0.0,0.0,50.25612429,-10.00000228,0.0,59.97545914,1.04676923,0.0,0.0,0.0,-0.06606617,0.43638625,-0.70170817,-0.12269148,0.58039372,-0.74556493,-0.10854011,1.06102954,-0.74556493,-0.07550702,1.06102954,-0.61399465,-0.06134904,0.88987885,-0.57013789,-0.03775021,0.67596231,-0.52628113,-0.47190404,4.93648858,-3.90269034,0.0,0.0,4.36587096,-3.87084344,6.60769896,-1.849157,-27.54058006,0.53055845,90.02875252,46.36690519,0.0,5.00000014,20.68060697,-25.53104786,15.88658732,145.94479623,47.89089582,0.0,5.00000014
1.75,97.05649003,2.94582283,88.80800041,0.46068514,1.69799064,0.15668476,50.24736956,-10.00000195,0.0,59.97696155,1.04679545,0.0,0.0,0.0,50.24736956,-10.00000195,0.0,59.97696155,1.04679545,0.0,0.0,0.0,-0.0641586,0.43817998,-0.7037208,-0.11914893,0.58277938,-0.74770335,-0.10540616,1.06539081,-0.74770335,-0.07332686,1.06539081,-0.6157557,-0.05957767,0.89353662,-0.57177315,-0.03666022,0.67874079,-0.5277906,-0.45827843,4.95677959,-3.91388397,0.0,0.0,4.45509723,-3.80410456,6.40266086,-1.74645331,-27.45581444,0.58308913,89.88730719,46.37618496,0.0,5.00000014,20.35215622,-25.52805895,15.38199524,145.2626754,47.84595369,0.0,5.00000014
1.767,97.00090027,2.99248667,88.86747822,0.46043217,1.69794311,0.15666846,50.23371921,-10.00000142,0.0,59.97932366,1.04683668,0.0,0.0,0.0,50.23371921,-10.00000142,0.0,59.97932366,1.04683668,0.0,0.0,0.0,-0.06563255,0.43465975,-0.74157305,-0.12188621,0.57809746,-0.78792136,-0.10782771,1.05683171,-0.78792136,-0.07501144,1.05683171,-0.64887642,-0.06094638,0.88635816,-0.6025281,-0.03750244,0.67328795,-0.55617979,-0.46880673,4.91695799,-4.12440682,0.0,0.0,4.39406054,-3.66511439,6.32417586,-1.42300887,-27.4196563,0.9941859,89.52544828,46.46153058,0.0,5.00000014,19.81387773,-25.61879177,14.70497861,144.39567765,47.76532783,0.0,5.00000014
1.783,97.00145018,3.04181226,88.90170516,0.46011096,1.69780468,0.15664696,50.23134157,-10.00000137,0.0,59.97969559,1.04684317,0.0,0.0,0.0,50.23134157,-10.00000137,0.0,59.97969559,1.04684317,0.0,0.0,0.0,-0.06485092,0.43962568,-0.73191636,-0.12043464,0.58470216,-0.77766113,-0.10654357,1.06890589,-0.77766113,-0.07411811,1.06890589,-0.64042682,-0.06022056,0.89648469,-0.59468204,-0.03705581,0.68098018,-0.54893727,-0.46322361,4.97313366,-4.07069923,0.0,0.0,4.22953907,-3.58046505,6.03898285,-1.37493311,-27.30617508,0.93956382,89.24592214,46.42699503,0.0,5.00000014,19.4701528,-25.55968776,14.39382707,143.05019182,47.6918509,0.0,5.00000014
1.8,97.04022188,3.07406335,88.87670389,0.4599637,1.69795111,0.15661824,50.22986508,-10.00000133,0.0,59.97993385,1.04684733,0.0,0.0,0.0,50.22986508,-10.00000133,0.0,59.97993385,1.04684733,0.0,0.0,0.0,-0.06312921,0.44692636,-0.72438743,-0.11723725,0.59441206,-0.76966165,-0.10371498,1.08665676,-0.76966165,-0.07215037,1.08665676,-0.633839,-0.05862178,0.91137224,-0.58856479,-0.03607203,0.69228894,-0.54329057,-0.45092563,5.0557204,-4.02882558,0.0,0.0,4.29892706,-3.43783222,5.61297338,-1.32609347,-27.19966633,0.97910816,89.18030653,46.43109692,0.0,5.00000014,19.0091488,-25.80586824,13.9845727,141.52128847,47.6409259,0.0,5.00000014
1.817,97.03285215,3.13721344,88.879763,0.45981578,1.69793987,0.15661166,50.22861168,-10.00000129,0.0,59.98014181,1.04685096,0.0,0.0,0.0,50.22861168,-10.00000129,0.0,59.98014181,1.04685096,0.0,0.0,0.0,-0.06515173,0.45174913,-0.71730207,-0.12099328,0.60082634,-0.76213345,-0.10703778,1.09838283,-0.76213345,-0.07446191,1.09838283,-0.62763931,-0.0604999,0.92120682,-0.58280793,-0.0372277,0.6997594,-0.53797655,-0.46537229,5.11027649,-3.98941894,0.0,0.0,4.30152375,-3.33525287,5.32017306,-1.33393247,-27.10742046,1.00844404,89.13651101,46.42380239,0.0,5.00000014,18.65432264,-25.98334007,13.63643311,139.71050332,47.58085617,0.0,5.00000014
1.833,97.00937347,3.15199525,88.86089361,0.45990637,1.69810107,0.15667367,50.22767931,-10.00000125,0.0,59.98030552,1.04685382,0.0,0.0,0.0,50.22767931,-10.00000125,0.0,59.98030552,1.04685382,0.0,0.0,0.0,-0.06261134,0.4535521,-0.7152872,-0.11627551,0.6032243,-0.75999265,-0.10286417,1.10276658,-0.75999265,-0.0715585,1.10276658,-0.6258763,-0.05814089,0.92488345,-0.58117085,-0.03577612,0.70255221,-0.5364654,-0.44722652,5.13067209,-3.9782128,0.0,0.0,4.49898704,-3.23301793,5.11467832,-1.40855775,-27.00855537,1.07242989,89.34307655,46.43859113,0.0,5.00000014,18.35783478,-26.24303744,13.21999746,137.79617704,47.52954273,0.0,5.00000014
1.85,96.99168087,3.18070491,88.83053519,0.4599346,1.69813968,0.15660658,50.22683258,-10.00000121,0.0,59.98045994,1.04685651,0.0,0.0,0.0,50.22683258,-10.00000121,0.0,59.98045994,1.04685651,0.0,0.0,0.0,-0.06120052,0.45746439,-0.72231822,-0.11365548,0.60842764,-0.7674631,-0.10054633,1.11227891,-0.7674631,-0.06994607,1.11227891,-0.63202844,-0.0568308,0.93286138,-0.58688355,-0.03496997,0.70861234,-0.54173866,-0.43714916,5.17492865,-4.01731722,0.0,0.0,4.70689828,-3.18340492,5.05356672,-1.52362318,-26.90584098,1.07917424,89.54172603,46.44295447,0.0,5.00000014,18.12002148,-26.49065888,12.88104168,135.80211303,47.47789517,0.0,5.00000014
1.867,96.9572453,3.20802227,88.83022659,0.46004823,1.69800696,0.15657684,50.22580756,-10.00000115,0.0,59.98064647,1.04685977,0.0,0.0,0.0,50.22580756,-10.00000115,0.0,59.98064647,1.04685977,0.0,0.0,0.0,-0.06185883,0.46078491,-0.74429646,-0.11487804,0.61284393,-0.79081499,-0.10162787,1.12035242,-0.79081499,-0.07069846,1.12035242,-0.6512594,-0.05744211,0.93963258,-0.60474088,-0.03534614,0.71375582,-0.55822235,-0.44185145,5.21249103,-4.13955363,0.0,0.0,5.19015259,-3.16677145,5.17695154,-1.62872269,-26.77574894,1.01503064,89.77115339,46.46751292,0.0,5.00000014,17.96622745,-26.586333,12.54698872,133.69285076,47.4451283,0.0,5.00000014
1.883,97.01082134,3.22650274,88.77503914,0.46003757,1.69799164,0.15654878,50.22461857,-10.0000011,0.0,59.98086197,1.04686353,0.0,0.0,0.0,50.22461857,-10.0000011,0.0,59.98086197,1.04686353,0.0,0.0,0.0,-0.05973034,0.47213997,-0.76631908,-0.11092522,0.62794615,-0.81421403,-0.09813098,1.14796111,-0.81421403,-0.06826581,1.14796111,-0.6705292,-0.0554656,0.96278782,-0.62263425,-0.03412992,0.73134481,-0.57473931,-0.42664787,5.34094171,-4.26203684,0.0,0.0,5.38102586,-3.10585524,5.20493508,-1.61046278,-26.64452631,0.97569728,89.79034841,46.45135822,0.0,5.00000014,17.92615342,-26.76582741,12.31462815,131.44422278,47.3809355,0.0,5.00000014
1.9,97.06947399,3.26058173,88.80742664,0.46011632,1.69779603,0.15645752,50.22314436,-10.00000103,0.0,59.98112796,1.04686817,0.0,0.0,0.0,50.22314436,-10.00000103,0.0,59.98112796,1.04686817,0.0,0.0,0.0,-0.05940734,0.48515947,-0.80205009,-0.11032537,0.6452621,-0.85217822,-0.09760032,1.17961674,-0.85217822,-0.06789665,1.17961674,-0.70179383,-0.05516566,0.98933719,-0.6516657,-0.03394535,0.75151202,-0.60153757,-0.4243407,5.48822097,-4.460762,0.0,0.0,5.99821781,-2.97240328,5.34588602,-1.54973008,-26.58008021,0.98135648,89.74369424,46.48256272,0.0,5.00000014,18.02294634,-26.75590697,12.21136966,128.86443086,47.35825418,0.0,5.00000014
1.917,97.06636552,3.31054554,88.78901698,0.46005849,1.69774377,0.1562767,50.22304397,-10.00000102,0.0,59.98114599,1.04686849,0.0,0.0,0.0,50.22304397,-10.00000102,0.0,59.98114599,1.04686849,0.0,0.0,0.0,-0.05612152,0.49163673,-0.83803649,-0.10422328,0.65387685,-0.89041377,-0.09220205,1.19536553,-0.89041377,-0.06414129,1.19536553,-0.73328193,-0.05211445,1.00254561,-0.68090465,-0.03206784,0.76154529,-0.62852737,-0.40087042,5.56149297,-4.66090753,0.0,0.0,6.45197364,-2.78363367,5.58660607,-1.36566543,-26.49154908,1.10993922,89.58236996,46.55262561,0.0,5.00000014,18.11133074,-26.78809424,12.0924378,126.0208568,47.38695509,0.0,5.00000014
1.933,97.19512653,3.39481926,88.85789688,0.45994429,1.69729416,0.15606539,50.22264653,-10.00000101,0.0,59.98121726,1.04686973,0.0,0.0,0.0,50.22264653,-10.00000101,0.0,59.98121726,1.04686973,0.0,0.0,0.0,-0.05632722,0.51676765,-0.84021697,-0.10460528,0.68730098,-0.89273053,-0.09253999,1.25646887,-0.89273053,-0.06437638,1.25646887,-0.73518985,-0.05230546,1.05379259,-0.68267629,-0.03218537,0.80047309,-0.63016273,-0.40233969,5.84577902,-4.67303472,0.0,0.0,6.90314086,-2.60032806,5.50081144,-1.48773376,-26.60567792,0.89291005,89.60590987,46.7957979,0.0,5.00000014,18.60870802,-26.61267569,12.62466646,122.58164483,47.62320153,0.0,5.00000014
1.95,97.17019395,3.43863341,88.80213022,0.45985971,1.69759478,0.155882,50.22252652,-10.000001,0.0,59.98123878,1.04687011,0.0,0.0,0.0,50.22252652,-10.000001,0.0,59.98123878,1.04687011,0.0,0.0,0.0,-0.04970643,0.51870891,-0.86675381,-0.0923098,0.68988285,-0.92092592,-0.08166269,1.26118884,-0.92092592,-0.05680947,1.26118884,-0.75840958,-0.04615739,1.05775121,-0.70423747,-0.02840225,0.8034801,-0.65006536,-0.35504803,5.86773892,-4.82062466,0.0,0.0,7.3283519,-2.42061564,5.74163576,-1.40307369,-26.55170244,1.06210857,89.61095627,46.87755756,0.0,5.00000014,18.84485834,-26.74546014,12.65022271,119.20664614,47.66904919,0.0,5.00000014
1.967,97.05959218,3.50622492,88.78917215,0.45968511,1.69761138,0.15574954,50.22244013,-10.000001,0.0,59.98125427,1.04687038,0.0,0.0,0.0,50.22244013,-10.000001,0.0,59.98125427,1.04687038,0.0,0.0,0.0,-0.04723336,0.51474364,-0.89560232,-0.08771707,0.68460905,-0.95157747,-0.07759969,1.2515477,-0.95157747,-0.05398301,1.2515477,-0.78365203,-0.0438609,1.04966524,-0.72767689,-0.02698914,0.79733791,-0.67170174,-0.33738317,5.82288306,-4.98107145,0.0,0.0,7.72573638,-2.24087404,6.03584691,-1.37987378,-26.59504858,1.22537896,89.77852544,46.93185343,0.0,5.00000014,19.17311934,-26.76872287,12.74857922,115.57743741,47.69597866,0.0,5.00000014
1.983,97.21712241,3.58866521,88.85943034,0.45948638,1.6973953,0.15559683,50.22208013,-10.00000098,0.0,59.98131873,1.0468715,0.0,0.0,0.0,50.22208013,-10.00000098,0.0,59.98131873,1.0468715,0.0,0.0,0.0,-0.04399481,0.53717364,-0.84013376,-0.08170276,0.71444094,-0.89264212,-0.07227907,1.30608398,-0.89264212,-0.05028167,1.30608398,-0.73511704,-0.04085358,1.09540448,-0.68260868,-0.02513863,0.83208196,-0.63010032,-0.31425052,6.07661562,-4.67257195,0.0,0.0,8.05034288,-2.13202996,5.46138491,-2.00071611,-26.83195187,0.59257795,90.23721657,47.04060602,0.0,5.00000014,20.47041466,-26.50977128,14.21849387,111.30639626,47.91425841,0.0,5.00000014
2.0,97.10651498,3.66742319,88.81516585,0.45929923,1.69763462,0.15549246,50.2215836,-10.00000096,0.0,59.98140754,1.04687305,0.0,0.0,0.0,50.2215836,-10.00000096,0.0,59.98140754,1.04687305,0.0,0.0,0.0,-0.04205378,0.52576866,-0.81029656,-0.07809808,0.69927232,-0.8609401,-0.06909016,1.27835392,-0.8609401,-0.04806327,1.27835392,-0.70900949,-0.03905114,1.07214745,-0.65836596,-0.02402953,0.81441566,-0.60772242,-0.30038596,5.94760025,-4.5066264,0.0,0.0,8.46262531,-1.91837248,5.31631049,-2.30762688,-26.8528837,0.30927469,90.50447464,47.158405,0.0,5.00000014,21.60965702,-26.31225526,15.21629453,107.15842283,48.09375572,0.0,5.00000014
2.017,96.98978851,3.7272349,88.80849586,0.45917521,1.69809369,0.15544229,50.22137515,-10.00000095,0.0,59.98144479,1.0468737,0.0,0.0,0.0,50.22137515,-10.00000095,0.0,59.98144479,1.0468737,0.0,0.0,0.0,-0.04215404,0.50945694,-0.86102835,-0.07828426,0.67757772,-0.91484262,-0.06925487,1.23869359,-0.91484262,-0.04817785,1.23869359,-0.7533998,-0.03914424,1.03888458,-0.69958553,-0.02408682,0.78914879,-0.64577126,-0.30110206,5.76307874,-4.78878135,0.0,0.0,8.86172168,-1.6294409,5.48185828,-2.00202538,-26.82420105,0.7183971,90.50213807,47.21147425,0.0,5.00000014,22.40221082,-26.2491818,15.73283277,103.36354133,48.14272817,0.0,5.00000014
2.033,96.73351026,3.74862077,88.74097344,0.45913131,1.69848912,0.15526054,50.22130072,-10.00000095,0.0,59.98145809,1.04687393,0.0,0.0,0.0,50.22130072,-10.00000095,0.0,59.98145809,1.04687393,0.0,0.0,0.0,-0.03755754,0.48087273,-0.91372351,-0.0697481,0.63956073,-0.97083123,-0.06170327,1.16919396,-0.97083123,-0.04292451,1.16919396,-0.79950807,-0.03487593,0.98059567,-0.74240035,-0.02146038,0.74487186,-0.68529263,-0.26826972,5.43972849,-5.08185604,0.0,0.0,9.41419789,-1.39715458,5.91439096,-1.62830784,-26.64347953,1.12292656,90.50177561,47.23656682,0.0,5.00000014,22.96861334,-25.8741373,15.88198346,99.74673949,48.13957536,0.0,5.00000014
2.05,96.66506353,3.78789829,88.86177268,0.45906561,1.69868958,0.15518787,50.22095268,-10.00000094,0.0,59.98152022,1.04687502,0.0,0.0,0.0,50.22095268,-10.00000094,0.0,59.98152022,1.04687502,0.0,0.0,0.0,-0.03574829,0.46481356,-0.91997409,-0.06638815,0.61820203,-0.97747247,-0.05873087,1.13014768,-0.97747247,-0.04085672,1.13014768,-0.80497733,-0.03319586,0.9478478,-0.74747895,-0.02042657,0.7199962,-0.68998057,-0.25534647,5.2580639,-5.11661988,0.0,0.0,9.8153736,-1.0890205,5.44449063,-1.57451552,-26.52225133,1.15269942,90.38105524,47.18877774,0.0,5.00000014,24.33548536,-25.49704051,17.39706586,95.95641582,48.21282176,0.0,5.00000014
2.067,96.48369941,3.78721926,88.79418028,0.45905714,1.6990447,0.15505074,50.22085749,-10.00000093,0.0,59.9815372,1.04687531,0.0,0.0,0.0,50.22085749,-10.00000093,0.0,59.9815372,1.04687531,0.0,0.0,0.0,-0.03404468,0.44242296,-0.96727122,-0.06322437,0.58842253,-1.02772567,-0.055932,1.07570717,-1.02772567,-0.03890966,1.07570717,-0.84636232,-0.03161389,0.90218889,-0.78590787,-0.01945313,0.68531316,-0.72545342,-0.24317772,5.00477695,-5.37967235,0.0,0.0,10.37088372,-0.9285828,5.68794442,-1.13004249,-26.29833608,1.66152142,90.18310078,47.20002654,0.0,5.00000014,24.93851045,-25.01283154,17.69629966,93.00367742,48.20990568,0.0,5.00000014
2.083,96.4440314,3.7945745,88.87229758,0.45905179,1.69915595,0.15497834,50.22054368,-10.00000092,0.0,59.98159316,1.04687629,0.0,0.0,0.0,50.22054368,-10.00000092,0.0,59.98159316,1.04687629,0.0,0.0,0.0,-0.03289463,0.43314234,-0.99242311,-0.06108861,0.57607931,-1.05444955,-0.05404258,1.05314228,-1.05444955,-0.03759527,1.05314228,-0.86837022,-0.03054595,0.88326385,-0.80634378,-0.01879599,0.67093748,-0.74431733,-0.23496304,4.89979274,-5.5195596,0.0,0.0,10.75593406,-0.82551828,5.41891436,-1.01768624,-26.16920027,1.86993473,90.095354,47.13561767,0.0,5.00000014,26.04314884,-24.6315213,18.92141258,90.05927653,48.23165858,0.0,5.00000014
2.1,96.38940649,3.7921208,88.87304477,0.45907312,1.69932044,0.15491393,50.22026087,-10.00000091,0.0,59.98164355,1.04687717,0.0,0.0,0.0,50.22026087,-10.00000091,0.0,59.98164355,1.04687717,0.0,0.0,0.0,-0.03233616,0.42531002,-1.02803051,-0.06005148,0.56566233,-1.09228242,-0.05312508,1.03409879,-1.09228242,-0.036957,1.03409879,-0.8995267,-0.03002736,0.8672922,-0.83527479,-0.01847688,0.65880522,-0.77102288,-0.23097396,4.81119203,-5.71759729,0.0,0.0,11.19441177,-0.83181702,5.43688364,-0.95802751,-26.02606758,2.10456802,90.04556973,47.09317335,0.0,5.00000014,26.91842407,-24.26073522,19.65275258,87.33056227,48.20816822,0.0,5.00000014
2.117,96.23683671,3.78835192,88.75401371,0.45911065,1.6995694,0.15477844,50.22019425,-10.00000091,0.0,59.98165542,1.04687738,0.0,0.0,0.0,50.22019425,-10.00000091,0.0,59.98165542,1.04687738,0.0,0.0,0.0,-0.03164667,0.40988158,-1.08603704,-0.05877104,0.5451425,-1.15391436,-0.05199232,0.99658607,-1.15391436,-0.03616898,0.99658607,-0.95028241,-0.0293871,0.83583052,-0.8824051,-0.01808291,0.63490657,-0.81452778,-0.22604902,4.6366624,-6.04021223,0.0,0.0,11.68541655,-0.8153885,5.80567409,-0.79971503,-25.81332556,2.39886066,90.03316363,47.10425572,0.0,5.00000014,27.41420311,-24.01122423,19.70107063,84.82956355,48.18264299,0.0,5.00000014
2.133,96.33863754,3.79422947,88.89118608,0.45911947,1.69943268,0.15477663,50.21985185,-10.00000089,0.0,59.98171636,1.04687844,0.0,0.0,0.0,50.21985185,-10.00000089,0.0,59.98171636,1.04687844,0.0,0.0,0.0,-0.03079302,0.41789374,-1.11524314,-0.05718572,0.55579868,-1.18494583,-0.05058986,1.01606684,-1.18494583,-0.03519335,1.01606684,-0.97583775,-0.0285944,0.85216892,-0.90613505,-0.01759513,0.64731741,-0.83643235,-0.21995148,4.72729759,-6.20264776,0.0,0.0,12.05216646,-0.9505884,5.45072578,-1.0217999,-25.81160171,2.17097622,89.93250318,47.07906027,0.0,5.00000014,28.75069049,-23.6541736,20.96555802,81.4797214,48.14051502,0.0,5.00000014
2.15,96.18868862,3.78650447,88.76385081,0.45908985,1.69979136,0.15466173,50.21977769,-10.00000089,0.0,59.98172956,1.04687867,0.0,0.0,0.0,50.21977769,-10.00000089,0.0,59.98172956,1.04687867,0.0,0.0,0.0,-0.02994797,0.39688175,-1.18106548,-0.05561638,0.52785273,-1.25488207,-0.04920152,0.9649783,-1.25488207,-0.03422754,0.9649783,-1.03343229,-0.02780969,0.80932127,-0.9596157,-0.01711227,0.61476984,-0.88579911,-0.21391537,4.48960578,-6.56873187,0.0,0.0,12.56596371,-0.90588377,5.74312091,-0.73712486,-25.61390229,2.40524072,89.64105092,47.09524889,0.0,5.00000014,29.35844769,-23.43983205,20.94094147,78.62190605,48.09882168,0.0,5.00000014
2.167,96.19621806,3.79959617,88.8800007,0.45896286,1.69976681,0.15458694,50.21937361,-10.00000087,0.0,59.9818014,1.04687993,0.0,0.0,0.0,50.21937361,-10.00000087,0.0,59.9818014,1.04687993,0.0,0.0,0.0,-0.02808814,0.38750979,-1.21953558,-0.05216248,0.51538802,-1.29575656,-0.046146,0.94219131,-1.29575656,-0.03210193,0.94219131,-1.06709364,-0.02608264,0.79020997,-0.99087266,-0.01604956,0.60025267,-0.91465169,-0.20063076,4.38358828,-6.78269106,0.0,0.0,12.77387018,-0.83360257,5.28989749,-0.7106752,-25.57404164,2.27735307,89.26886147,47.10720237,0.0,5.00000014,30.77785046,-23.08876586,22.29720715,75.06743119,48.00925402,0.0,5.00000014
2.183,96.08920342,3.79812834,88.84586343,0.4588459,1.70001009,0.15448316,50.21875941,-10.00000085,0.0,59.98191042,1.04688183,0.0,0.0,0.0,50.21875941,-10.00000085,0.0,59.98191042,1.04688183,0.0,0.0,0.0,-0.02644022,0.36587773,-1.2755131,-0.04910213,0.48661738,-1.35523266,-0.04343863,0.8895951,-1.35523266,-0.03021852,0.8895951,-1.11607396,-0.02455239,0.74609786,-1.03635439,-0.01510794,0.5667446,-0.95663482,-0.18885983,4.13888201,-7.09402118,0.0,0.0,13.02296077,-0.59160316,5.24659276,-0.36779482,-25.48343462,2.55627128,88.84441062,47.14755681,0.0,5.00000014,31.81081944,-22.69827901,22.91544272,71.84038547,47.76182832,0.0,5.00000014
2.2,96.02069172,3.7870224,88.85228086,0.45872028,1.70011159,0.15443897,50.21857285,-10.00000084,0.0,59.98194351,1.04688241,0.0,0.0,0.0,50.21857285,-10.00000084,0.0,59.98194351,1.04688241,0.0,0.0,0.0,-0.02607059,0.35320434,-1.36297676,-0.0484157,0.46976177,-1.44816281,-0.04283138,0.85878103,-1.44816281,-0.02979608,0.85878103,-1.19260467,-0.02420915,0.72025429,-1.10741862,-0.01489674,0.54711352,-1.02223257,-0.18621965,3.99551814,-7.58046786,0.0,0.0,13.15336925,-0.24651485,5.4810843,0.19692794,-25.47968662,3.19050918,88.41892153,47.18906088,0.0,5.00000014,32.65948792,-22.20949142,23.1196967,68.76729814,47.68075602,0.0,5.00000014
2.217,95.91831982,3.76091549,88.84897495,0.4587043,1.700291,0.15441511,50.21842009,-10.00000084,0.0,59.98197059,1.04688288,0.0,0.0,0.0,50.21842009,-10.00000084,0.0,59.98197059,1.04688288,0.0,0.0,0.0,-0.02609036,0.34044162,-1.44223159,-0.0484524,0.45278735,-1.53237107,-0.04286384,0.82774974,-1.53237107,-0.02981867,0.82774974,-1.26195264,-0.0242275,0.69422854,-1.17181317,-0.01490803,0.52734406,-1.08167369,-0.1863608,3.85114364,-8.02125944,0.0,0.0,13.28833154,0.1203484,5.9146857,0.69701528,-25.44944204,3.80417375,88.21222685,47.22469053,0.0,5.00000014,33.52569081,-21.6837682,23.2418969,65.76772713,47.61187927,0.0,5.00000014
2.233,95.8523138,3.72354979,88.87000679,0.45873418,1.70042424,0.15442243,50.21825428,-10.00000083,0.0,59.98199997,1.04688339,0.0,0.0,0.0,50.21825428,-10.00000083,0.0,59.98199997,1.04688339,0.0,0.0,0.0,-0.0275117,0.33654434,-1.52380134,-0.05109197,0.44760397,-1.61903893,-0.04519896,0.8182739,-1.61903893,-0.03144312,0.8182739,-1.33332618,-0.02554736,0.68628121,-1.23808859,-0.01572018,0.52130718,-1.14285101,-0.19651329,3.80705684,-8.47492593,0.0,0.0,13.31624405,0.50583408,6.44127152,1.19131993,-25.45258402,4.48190835,88.14282583,47.2626712,0.0,5.00000014,34.42196011,-21.13794645,23.38302913,62.79098734,47.54462963,0.0,5.00000014
