time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,Abs_r3,Abs_r2,Abs_r1,Abs_t1,Abs_t2,neck_flexion,neck_bending,neck_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
5.2,96.17415012,3.83315226,88.83573163,0.45877975,1.6995966,0.15508714,50.10988447,-9.99999999,0.0,59.99725634,1.04714967,0.0,0.0,0.0,50.10988447,-9.99999999,0.0,59.99725634,1.04714967,0.0,0.0,0.0,-0.03370807,0.42233219,-1.13902771,-0.06259925,0.56170181,-1.21021695,-0.05537898,1.02685848,-1.21021695,-0.03852495,1.02685848,-0.99664925,-0.03130131,0.86121979,-0.92546002,-0.01926079,0.65419256,-0.85427079,-0.24077336,4.77750616,-6.33493044,0.0,0.0,8.91329611,-0.81591891,5.75174938,-0.20161148,-25.93623667,2.93387071,90.12441952,47.84513273,0.0,5.00000014,23.44693691,-21.98692766,13.85538429,93.1795915,48.48769171,0.0,5.00000014
5.217,96.23294963,3.83332593,88.9323739,0.45861788,1.69950637,0.15498784,50.10983224,-9.99999999,0.0,59.99726254,1.04714977,0.0,0.0,0.0,50.10983224,-9.99999999,0.0,59.99726254,1.04714977,0.0,0.0,0.0,-0.03200254,0.43369275,-1.14389093,-0.05943191,0.57681136,-1.21538411,-0.05257697,1.05448056,-1.21538411,-0.0365757,1.05448056,-1.00090456,-0.02971756,0.88438626,-0.92941138,-0.01828625,0.67179008,-0.8579182,-0.22859092,4.90601917,-6.36197817,0.0,0.0,8.74797863,-1.02778075,5.54079597,-0.39879871,-25.99027765,2.88458741,90.21396126,47.7830951,0.0,5.00000014,24.19143048,-21.92728783,14.94861247,90.86935499,48.56607008,0.0,5.00000014
5.233,96.16193066,3.82498152,88.88308415,0.45851187,1.69973679,0.15489563,50.10973601,-9.99999999,0.0,59.99727396,1.04714997,0.0,0.0,0.0,50.10973601,-9.99999999,0.0,59.99727396,1.04714997,0.0,0.0,0.0,-0.03045827,0.42808965,-1.11813025,-0.05656404,0.56935924,-1.18801339,-0.05003988,1.04085718,-1.18801339,-0.03481075,1.04085718,-0.97836397,-0.02828354,0.87296042,-0.90848083,-0.01740385,0.66311087,-0.83859769,-0.21756034,4.84263577,-6.21870503,0.0,0.0,8.75786025,-1.11509041,5.31279091,-0.88197114,-25.87903469,2.54375551,90.52242288,47.68000863,0.0,5.00000014,24.89310041,-21.7628016,15.84195299,88.75709026,48.62338911,0.0,5.00000014
5.25,96.09344296,3.79450517,88.76812973,0.45841365,1.70028099,0.15470238,50.10972432,-9.99999999,0.0,59.99727535,1.04715,0.0,0.0,0.0,50.10972432,-9.99999999,0.0,59.99727535,1.04715,0.0,0.0,0.0,-0.02645225,0.42026064,-1.16206365,-0.04912446,0.55894666,-1.23469262,-0.04345839,1.02182173,-1.23469262,-0.03023227,1.02182173,-1.01680569,-0.02456355,0.8569955,-0.94417671,-0.01511481,0.65098374,-0.87154773,-0.18894574,4.75407245,-6.46304938,0.0,0.0,8.84808468,-1.07322599,5.45129953,-1.01105355,-25.72945572,2.80325514,90.58690324,47.69228873,0.0,5.00000014,25.03413722,-21.77312789,15.88895085,87.24705364,48.62103223,0.0,5.00000014
5.267,95.98497926,3.80041769,88.77505801,0.45831616,1.70017829,0.15477033,50.10970868,-9.99999999,0.0,59.99727721,1.04715003,0.0,0.0,0.0,50.10970868,-9.99999999,0.0,59.99727721,1.04715003,0.0,0.0,0.0,-0.02858313,0.41107648,-1.21562209,-0.05308174,0.54673172,-1.29159847,-0.04695923,0.99949136,-1.29159847,-0.03266766,0.99949136,-1.06366933,-0.0265423,0.83826716,-0.98769295,-0.0163324,0.63675747,-0.91171657,-0.20416646,4.65017938,-6.76092537,0.0,0.0,8.88394046,-0.93708873,5.50440973,-0.96965791,-25.67630593,2.99266901,90.39437058,47.70286391,0.0,5.00000014,25.49120334,-21.60270155,16.11967874,85.340145,48.62805977,0.0,5.00000014
5.283,96.00534833,3.81789256,88.92684616,0.45823736,1.6999827,0.15490239,50.10965109,-9.99999999,0.0,59.99728404,1.04715015,0.0,0.0,0.0,50.10965109,-9.99999999,0.0,59.99728404,1.04715015,0.0,0.0,0.0,-0.02961403,0.40920623,-1.26258962,-0.05499621,0.54424428,-1.34150147,-0.04865289,0.99494402,-1.34150147,-0.03384587,0.99494402,-1.10476591,-0.02749959,0.83445334,-1.02585406,-0.01692146,0.63386044,-0.94694221,-0.21153005,4.62902267,-7.02214466,0.0,0.0,8.73983323,-0.60277646,5.08602901,-0.89580852,-25.60403735,2.90853331,90.04553705,47.69970681,0.0,5.00000014,26.29455369,-21.47552932,16.97906062,83.21859552,48.66941558,0.0,5.00000014
5.3,95.93821557,3.82054488,88.83185351,0.45832866,1.70019415,0.15498322,50.10963257,-9.99999999,0.0,59.99728623,1.04715019,0.0,0.0,0.0,50.10963257,-9.99999999,0.0,59.99728623,1.04715019,0.0,0.0,0.0,-0.03180064,0.40175174,-1.30826793,-0.05905697,0.53432981,-1.39003467,-0.05224527,0.97681917,-1.39003467,-0.03634495,0.97681917,-1.14473443,-0.02953007,0.81925214,-1.06296769,-0.01817089,0.62231344,-0.98120094,-0.22714879,4.544696,-7.27619372,0.0,0.0,8.95650832,-0.36449847,5.20598347,-0.47610211,-25.45555471,3.01088156,89.6128911,47.70526233,0.0,5.00000014,26.68592892,-21.37270127,16.93855993,81.45626955,48.65648874,0.0,5.00000014
5.317,95.95087709,3.83836555,88.8771568,0.45832144,1.70014213,0.15501734,50.1095945,-9.99999999,0.0,59.99729074,1.04715027,0.0,0.0,0.0,50.1095945,-9.99999999,0.0,59.99729074,1.04715027,0.0,0.0,0.0,-0.03193596,0.40188563,-1.37224199,-0.05930828,0.53450788,-1.45800711,-0.05246759,0.97714471,-1.45800711,-0.03649961,0.97714471,-1.20071174,-0.02965573,0.81952517,-1.11494662,-0.01824821,0.62252083,-1.02918149,-0.22811539,4.54621057,-7.63199827,0.0,0.0,8.91314955,0.01150942,5.1159336,0.1334769,-25.44566004,3.29682612,89.01736932,47.71947104,0.0,5.00000014,27.17143387,-21.29560989,17.26663726,79.56794364,48.6642998,0.0,5.00000014
5.333,95.89047556,3.84233008,88.79788904,0.45844532,1.70036783,0.15498641,50.10957685,-9.99999999,0.0,59.99729283,1.0471503,0.0,0.0,0.0,50.10957685,-9.99999999,0.0,59.99729283,1.0471503,0.0,0.0,0.0,-0.03096753,0.3977298,-1.42013344,-0.05750979,0.52898063,-1.50889178,-0.05087655,0.96704023,-1.50889178,-0.03539278,0.96704023,-1.24261676,-0.02875644,0.8110506,-1.15385842,-0.01769484,0.61608346,-1.06510008,-0.22119793,4.49919902,-7.89835618,0.0,0.0,9.12333992,0.17811612,5.26400868,0.72119801,-25.34206595,3.40555949,88.63774158,47.71955635,0.0,5.00000014,27.51836037,-21.19653685,17.26518275,77.76075159,48.65326646,0.0,5.00000014
5.35,95.96030945,3.86222095,88.90375044,0.4584432,1.7001398,0.15491799,50.10952548,-9.99999999,0.0,59.99729891,1.04715041,0.0,0.0,0.0,50.10952548,-9.99999999,0.0,59.99729891,1.04715041,0.0,0.0,0.0,-0.02935877,0.40946745,-1.46843615,-0.05452218,0.5445917,-1.56021341,-0.04823353,0.99557915,-1.56021341,-0.03355414,0.99557915,-1.28488163,-0.02726256,0.83498602,-1.19310437,-0.0167756,0.63426507,-1.10132711,-0.20970678,4.63197764,-8.16700133,0.0,0.0,9.04656223,0.27982394,5.15633494,1.20784743,-25.49116681,3.64191449,88.1870929,47.70643927,0.0,5.00000014,28.15682408,-20.88223569,17.72798892,75.71356206,48.65891604,0.0,5.00000014
5.367,95.87812321,3.8769445,88.86594853,0.45850507,1.70020682,0.15485374,50.10950387,-9.99999999,0.0,59.99730147,1.04715045,0.0,0.0,0.0,50.10950387,-9.99999999,0.0,59.99730147,1.04715045,0.0,0.0,0.0,-0.02974118,0.40609817,-1.50230849,-0.05523234,0.54011056,-1.59620277,-0.04886178,0.98738708,-1.59620277,-0.03399119,0.98738708,-1.31451993,-0.02761766,0.82811538,-1.22062565,-0.01699411,0.62904606,-1.12673137,-0.21243825,4.59386366,-8.35538915,0.0,0.0,9.24645578,0.26570155,5.29795215,1.60340838,-25.42261774,3.78232753,87.93574621,47.69817439,0.0,5.00000014,28.62588743,-20.51407796,17.74026363,73.81469756,48.64093138,0.0,5.00000014
5.383,96.04277947,3.87464953,88.89461988,0.45846507,1.69997847,0.15480276,50.10942235,-9.99999999,0.0,59.99731111,1.04715062,0.0,0.0,0.0,50.10942235,-9.99999999,0.0,59.99731111,1.04715062,0.0,0.0,0.0,-0.02896596,0.43307927,-1.51160916,-0.05379269,0.57599543,-1.60608473,-0.04758818,1.05298895,-1.60608473,-0.0331052,1.05298895,-1.32265802,-0.02689779,0.88313526,-1.22818244,-0.01655115,0.6708398,-1.13370687,-0.20690099,4.89907937,-8.40711667,0.0,0.0,9.25062243,0.07733976,5.04893082,1.74064696,-25.56757297,3.8122941,87.80434828,47.63087542,0.0,5.00000014,29.35636939,-19.93906995,18.23445114,71.66256434,48.61008325,0.0,5.00000014
5.4,95.92956337,3.87387961,88.87945591,0.45843187,1.70007693,0.15482041,50.10939773,-9.99999999,0.0,59.99731402,1.04715067,0.0,0.0,0.0,50.10939773,-9.99999999,0.0,59.99731402,1.04715067,0.0,0.0,0.0,-0.02883731,0.42480979,-1.54343425,-0.05355376,0.56499702,-1.63989889,-0.04737681,1.03288253,-1.63989889,-0.03295816,1.03288253,-1.35050497,-0.02677832,0.86627213,-1.25404033,-0.01647764,0.65803037,-1.15757569,-0.20598201,4.80553334,-8.58411827,0.0,0.0,9.41792594,0.06212555,5.08944502,2.00582818,-25.46321198,4.09029554,87.59102464,47.62906604,0.0,5.00000014,29.81135204,-19.516057,18.16364445,69.85924138,48.57652404,0.0,5.00000014
5.417,95.9894298,3.86482217,88.91335874,0.45830677,1.70002165,0.15482926,50.10934598,-9.99999999,0.0,59.99732014,1.04715078,0.0,0.0,0.0,50.10934598,-9.99999999,0.0,59.99732014,1.04715078,0.0,0.0,0.0,-0.02844578,0.43622457,-1.56811707,-0.05282665,0.58017868,-1.66612439,-0.04673357,1.06063642,-1.66612439,-0.03251068,1.06063642,-1.37210244,-0.02641475,0.88954914,-1.27409512,-0.01625392,0.67571186,-1.1760878,-0.20318534,4.93465958,-8.72139672,0.0,0.0,9.39929548,0.03404286,4.82892833,2.11217662,-25.54846453,4.30882211,87.46756274,47.61291691,0.0,5.00000014,30.37294781,-19.06954158,18.38928307,68.02633708,48.53698947,0.0,5.00000014
5.433,95.85320769,3.86342191,88.88488771,0.45829015,1.700166,0.15485596,50.10932591,-9.99999999,0.0,59.99732251,1.04715082,0.0,0.0,0.0,50.10932591,-9.99999999,0.0,59.99732251,1.04715082,0.0,0.0,0.0,-0.02988558,0.42501624,-1.59960535,-0.0555005,0.5652716,-1.69958068,-0.04909901,1.03338448,-1.69958068,-0.03415622,1.03338448,-1.39965468,-0.02775175,0.86669311,-1.29967934,-0.01707662,0.65835015,-1.19970401,-0.21346968,4.80786869,-8.89652506,0.0,0.0,9.56104773,0.06980781,4.81508602,2.26268217,-25.50633809,4.62218019,87.51902208,47.62756243,0.0,5.00000014,30.78440239,-18.75093389,18.33733814,66.43212745,48.50671902,0.0,5.00000014
5.45,95.80723244,3.85857934,88.92157745,0.45825656,1.70023529,0.15485091,50.10930081,-9.99999999,0.0,59.99732547,1.04715087,0.0,0.0,0.0,50.10930081,-9.99999999,0.0,59.99732547,1.04715087,0.0,0.0,0.0,-0.02957289,0.42217338,-1.62782272,-0.05491981,0.5614906,-1.72956164,-0.0485853,1.02647236,-1.72956164,-0.03379885,1.02647236,-1.42434488,-0.02746138,0.86089596,-1.32260596,-0.01689795,0.65394657,-1.22086704,-0.21123618,4.77570973,-9.0534616,0.0,0.0,9.57620668,0.15935118,4.61528199,2.32432313,-25.59272967,4.98870165,87.59751851,47.65119016,0.0,5.00000014,31.30322217,-18.40180366,18.51751828,64.72830399,48.4890546,0.0,5.00000014
5.467,95.85748473,3.82389065,88.95632911,0.45827678,1.7002565,0.15480385,50.10979036,-9.99999999,0.0,59.99728096,1.0471501,0.0,0.0,0.0,50.10979036,-9.99999999,0.0,59.99728096,1.0471501,0.0,0.0,0.0,-0.02518206,0.43171334,-1.62397005,-0.0467656,0.57417875,-1.72546817,-0.0413716,1.04966782,-1.72546817,-0.02878057,1.04966782,-1.42097379,-0.02338406,0.88034985,-1.31947566,-0.01438903,0.66872397,-1.21797753,-0.17987292,4.88362768,-9.0320342,0.0,0.0,9.55130621,0.23571602,4.2157123,2.16248464,-25.75603425,5.12297574,87.83625084,47.71504752,0.0,5.00000014,32.01110147,-18.09772637,19.33578797,62.9866785,48.54292974,0.0,5.00000014
5.483,95.74673441,3.82597526,88.94090846,0.45830087,1.70045984,0.15474761,50.10976007,-9.99999999,0.0,59.99728454,1.04715016,0.0,0.0,0.0,50.10976007,-9.99999999,0.0,59.99728454,1.04715016,0.0,0.0,0.0,-0.02798701,0.4231785,-1.6440047,-0.05197468,0.56282741,-1.746755,-0.04597986,1.02891622,-1.746755,-0.03198635,1.02891622,-1.43850412,-0.02598874,0.86294561,-1.33575382,-0.01599178,0.6555035,-1.23300353,-0.19990841,4.78707987,-9.14346097,0.0,0.0,9.49925769,0.34683549,4.1497944,2.13456082,-25.85284515,5.57512743,88.21418599,47.75424788,0.0,5.00000014,32.41849178,-17.90307093,19.55693532,61.63702582,48.52712229,0.0,5.00000014
5.5,95.66306922,3.80283185,88.91012471,0.45832927,1.7007286,0.15466607,50.10974301,-9.99999999,0.0,59.99728655,1.04715019,0.0,0.0,0.0,50.10974301,-9.99999999,0.0,59.99728655,1.04715019,0.0,0.0,0.0,-0.02802324,0.41813539,-1.66828815,-0.05204195,0.55612007,-1.77255616,-0.04603938,1.0166544,-1.77255616,-0.03202776,1.0166544,-1.45975213,-0.02602238,0.8526617,-1.35548412,-0.01601248,0.64769173,-1.25121611,-0.20016718,4.73003121,-9.27851821,0.0,0.0,9.42892795,0.44473124,4.13001811,2.11126292,-25.92429586,6.01084569,88.5515547,47.78984918,0.0,5.00000014,32.72269634,-17.79544375,19.72700276,60.49981826,48.52339795,0.0,5.00000014
5.517,95.59418051,3.78216544,88.9217406,0.45828249,1.70082685,0.15466696,50.10972428,-9.99999999,0.0,59.99728877,1.04715023,0.0,0.0,0.0,50.10972428,-9.99999999,0.0,59.99728877,1.04715023,0.0,0.0,0.0,-0.02797877,0.41533172,-1.69519543,-0.05195937,0.55239119,-1.80114515,-0.04596632,1.00983754,-1.80114515,-0.03197693,1.00983754,-1.483296,-0.02598108,0.84694444,-1.37734629,-0.01598707,0.64334883,-1.27139657,-0.19984954,4.69831549,-9.42816843,0.0,0.0,9.33683162,0.56869385,4.08234652,2.14810144,-26.0391001,6.43957616,88.68405398,47.82393285,0.0,5.00000014,33.08682798,-17.57585119,19.97138991,59.13745092,48.52550965,0.0,5.00000014
5.533,95.65733816,3.76784988,88.98034273,0.458179,1.70067973,0.1547617,50.10967149,-9.99999999,0.0,59.997295,1.04715034,0.0,0.0,0.0,50.10967149,-9.99999999,0.0,59.997295,1.04715034,0.0,0.0,0.0,-0.02921408,0.4284661,-1.71590027,-0.05425347,0.56985991,-1.82314403,-0.04799581,1.04177247,-1.82314403,-0.03338877,1.04177247,-1.50141273,-0.02712819,0.87372806,-1.39416897,-0.01669293,0.66369398,-1.2869252,-0.20867325,4.84689418,-9.54332252,0.0,0.0,9.15802979,0.67467061,3.83659246,2.19669106,-26.20083461,6.64400893,88.58065966,47.84332705,0.0,5.00000014,33.64443707,-17.25196243,20.57962187,57.51752618,48.5308619,0.0,5.00000014
5.55,95.54264212,3.75937572,88.93749763,0.45819698,1.70089183,0.15481865,50.10964921,-9.99999999,0.0,59.99729763,1.04715039,0.0,0.0,0.0,50.10964921,-9.99999999,0.0,59.99729763,1.04715039,0.0,0.0,0.0,-0.03022862,0.42076035,-1.74863442,-0.05613757,0.55961127,-1.85792407,-0.0496626,1.02303672,-1.85792407,-0.03454829,1.02303672,-1.53005512,-0.0280703,0.85801451,-1.42076547,-0.01727263,0.65175778,-1.31147581,-0.21592003,4.75972525,-9.72538005,0.0,0.0,9.23818579,0.72747768,3.98019482,2.34811305,-26.13541119,6.86721597,88.5481889,47.8589096,0.0,5.00000014,33.93280822,-17.01724348,20.61680752,56.17584473,48.51033835,0.0,5.00000014
5.567,95.54499766,3.7623687,88.96614681,0.45813554,1.70086254,0.15486348,50.1096055,-9.99999999,0.0,59.99730278,1.04715048,0.0,0.0,0.0,50.1096055,-9.99999999,0.0,59.99730278,1.04715048,0.0,0.0,0.0,-0.03077276,0.42690758,-1.79193036,-0.0571481,0.56778708,-1.90392601,-0.05055657,1.0379831,-1.90392601,-0.03517019,1.0379831,-1.56793907,-0.02857559,0.87054994,-1.45594342,-0.01758356,0.66127985,-1.34394777,-0.21980677,4.82926396,-9.96617911,0.0,0.0,9.18110476,0.82454642,4.01381727,2.54454875,-26.146967,7.12357486,88.41108398,47.87725015,0.0,5.00000014,34.31491872,-16.65580591,20.78322017,54.58728377,48.47471383,0.0,5.00000014
5.583,95.49258466,3.76689035,88.93969304,0.45813639,1.70098552,0.1548402,50.10985893,-9.99999999,0.0,59.9972785,1.04715005,0.0,0.0,0.0,50.10985893,-9.99999999,0.0,59.9972785,1.04715005,0.0,0.0,0.0,-0.02988847,0.42695464,-1.83158261,-0.05550587,0.56784968,-1.94605652,-0.04910376,1.03809752,-1.94605652,-0.03415953,1.03809752,-1.60263478,-0.02775443,0.87064591,-1.48816087,-0.01707827,0.66135274,-1.37368695,-0.21349032,4.82979631,-10.18671298,0.0,0.0,9.17776349,0.91421839,4.20758766,2.67352516,-26.12510868,7.34287483,88.44928319,47.93741824,0.0,5.00000014,34.70486795,-16.37085132,20.92805938,53.02783672,48.49011494,0.0,5.00000014
5.6,95.43769263,3.76808002,88.9705854,0.45815591,1.70107897,0.15495635,50.1101035,-9.99999999,0.0,59.99725545,1.04714965,0.0,0.0,0.0,50.1101035,-9.99999999,0.0,59.99725545,1.04714965,0.0,0.0,0.0,-0.03259328,0.42588463,-1.86889564,-0.06052899,0.56642656,-1.98570162,-0.0535475,1.03549589,-1.98570162,-0.03725086,1.03549589,-1.63528368,-0.03026612,0.86846393,-1.51847771,-0.0186238,0.65969529,-1.40167173,-0.23281056,4.81769209,-10.39423687,0.0,0.0,9.15657143,1.05510685,4.36487478,2.79532568,-26.05246643,7.58167617,88.5473942,47.99388716,0.0,5.00000014,35.16031291,-15.98536201,20.94645775,51.53573991,48.47897037,0.0,5.00000014
5.617,95.38327575,3.74504259,88.9923934,0.45820836,1.70123352,0.15493737,50.11030414,-9.99999999,0.0,59.99723708,1.04714933,0.0,0.0,0.0,50.11030414,-9.99999999,0.0,59.99723708,1.04714933,0.0,0.0,0.0,-0.03181655,0.42305815,-1.9016052,-0.05908651,0.56266733,-2.02045552,-0.05227141,1.02862358,-2.02045552,-0.03636313,1.02862358,-1.66390455,-0.02954485,0.86270017,-1.54505422,-0.01817998,0.65531707,-1.4262039,-0.22726242,4.78571837,-10.57615762,0.0,0.0,9.08922933,1.21636261,4.41144439,2.84368245,-25.97848009,7.75200307,88.72092476,48.03306196,0.0,5.00000014,35.56727129,-15.65201653,20.88578075,50.25758804,48.44668973,0.0,5.00000014
5.633,95.31203633,3.71314136,89.01782299,0.45828628,1.70133133,0.15485966,50.1102643,-9.99999999,0.0,59.99724178,1.04714941,0.0,0.0,0.0,50.1102643,-9.99999999,0.0,59.99724178,1.04714941,0.0,0.0,0.0,-0.03163465,0.41839321,-1.92641002,-0.05874872,0.55646297,-2.04681064,-0.05197257,1.01728124,-2.04681064,-0.03615525,1.01728124,-1.68560877,-0.02937594,0.85318743,-1.56520814,-0.01807604,0.64809108,-1.44480751,-0.22596317,4.73294764,-10.7141146,0.0,0.0,9.08305504,1.41980985,4.31471068,2.88799767,-25.87147876,7.76023452,88.8604173,48.02919776,0.0,5.00000014,35.84424023,-15.35939058,20.69169474,49.30663788,48.35955626,0.0,5.00000014
5.65,95.2477168,3.67104071,89.02896709,0.45835187,1.70150143,0.15471919,50.11049276,-9.99999999,0.0,59.99722244,1.04714907,0.0,0.0,0.0,50.11049276,-9.99999999,0.0,59.99722244,1.04714907,0.0,0.0,0.0,-0.02955266,0.414216,-1.93801126,-0.05488225,0.55090728,-2.05913696,-0.04855207,1.00712477,-2.05913696,-0.03377574,1.00712477,-1.69575985,-0.0274426,0.84466926,-1.57463415,-0.01688639,0.64162058,-1.45350844,-0.21109171,4.6856942,-10.77863722,0.0,0.0,9.01797307,1.57724708,4.18866191,2.8676543,-25.80377773,7.85029723,89.06830175,48.04141341,0.0,5.00000014,36.14495264,-15.17604156,20.84091021,48.57922924,48.34176394,0.0,5.00000014
5.667,95.1683098,3.64802422,89.06825794,0.45835113,1.70175149,0.15464197,50.11073079,-9.99999999,0.0,59.99720247,1.04714873,0.0,0.0,0.0,50.11073079,-9.99999999,0.0,59.99720247,1.04714873,0.0,0.0,0.0,-0.03098963,0.40430482,-1.93906193,-0.05755084,0.53772541,-2.0602533,-0.05091286,0.98302674,-2.0602533,-0.03541805,0.98302674,-1.69667919,-0.02877697,0.82445839,-1.57548782,-0.01770747,0.62626817,-1.45429644,-0.22135583,4.57357699,-10.78448072,0.0,0.0,9.01579537,1.82670819,3.86658055,2.77771156,-25.63280628,7.71104692,89.19362323,48.03276355,0.0,5.00000014,36.50470475,-14.99717612,21.08377049,47.80113418,48.3051848,0.0,5.00000014
5.683,95.08281802,3.59665568,89.09717819,0.45836671,1.70191706,0.15443802,50.11096302,-9.99999999,0.0,59.99718197,1.04714837,0.0,0.0,0.0,50.11096302,-9.99999999,0.0,59.99718197,1.04714837,0.0,0.0,0.0,-0.02632075,0.39873366,-1.93490691,-0.04888026,0.53031577,-2.05583859,-0.04324236,0.96948102,-2.05583859,-0.03008198,0.96948102,-1.69304354,-0.02444145,0.81309768,-1.57211186,-0.01503968,0.61763844,-1.45118018,-0.18800648,4.5105549,-10.76137173,0.0,0.0,9.02144299,1.92620172,3.74009641,2.66520758,-25.60120674,7.77178555,89.40998873,48.0460325,0.0,5.00000014,36.72771422,-14.89364948,21.3803475,47.32094741,48.30967857,0.0,5.00000014
5.7,95.01001055,3.57854194,89.09550681,0.45834797,1.70204536,0.15441465,50.11122971,-9.99999999,0.0,59.99715824,1.04714795,0.0,0.0,0.0,50.11122971,-9.99999999,0.0,59.99715824,1.04714795,0.0,0.0,0.0,-0.03017489,0.39510284,-1.91514643,-0.05603779,0.52548678,-2.03484308,-0.04957433,0.96065306,-2.03484308,-0.03448688,0.96065306,-1.67575313,-0.0280204,0.80569372,-1.55605647,-0.01724193,0.61201431,-1.43635982,-0.21553621,4.4694824,-10.6514699,0.0,0.0,9.06816938,1.98674472,3.57278281,2.57092759,-25.51790912,7.56484841,89.57426983,48.03771736,0.0,5.00000014,37.06940591,-14.82539511,21.91736358,46.70537956,48.30873815,0.0,5.00000014
5.717,94.9451011,3.51988997,89.10905526,0.45841603,1.70210154,0.1543624,50.11139687,-9.99999999,0.0,59.99714293,1.04714769,0.0,0.0,0.0,50.11139687,-9.99999999,0.0,59.99714293,1.04714769,0.0,0.0,0.0,-0.02736201,0.39655472,-1.9041683,-0.05081398,0.52741778,-2.02317882,-0.04495304,0.96418315,-2.02317882,-0.03127204,0.96418315,-1.66614726,-0.02540836,0.80865439,-1.54713674,-0.01563465,0.61426326,-1.42812622,-0.19544407,4.48590631,-10.59041282,0.0,0.0,9.07680008,1.97133467,3.70649313,2.51774918,-25.53843942,7.61783214,89.79196408,48.05174661,0.0,5.00000014,37.25137319,-14.77723006,22.18693957,46.2795059,48.31855265,0.0,5.00000014
5.733,94.90512449,3.46274424,89.11253942,0.45858856,1.70215211,0.15442127,50.11141679,-9.99999999,0.0,59.99713996,1.04714763,0.0,0.0,0.0,50.11141679,-9.99999999,0.0,59.99713996,1.04714763,0.0,0.0,0.0,-0.02936879,0.39949803,-1.90056282,-0.05454078,0.53133238,-2.019348,-0.04824998,0.9713395,-2.019348,-0.03356559,0.9713395,-1.66299247,-0.02727186,0.81465638,-1.54420729,-0.01678133,0.61882244,-1.42542212,-0.20977832,4.51920158,-10.57036024,0.0,0.0,9.23864596,1.95900981,3.79500858,2.55892864,-25.5088406,7.63426694,89.93028835,48.06933558,0.0,5.00000014,37.34320643,-14.76872244,22.24322873,46.04888654,48.33593947,0.0,5.00000014
5.75,94.9643769,3.42142306,89.10254775,0.45857595,1.70209535,0.15440882,50.11176072,-9.99999999,0.0,59.99711018,1.04714711,0.0,0.0,0.0,50.11176072,-9.99999999,0.0,59.99711018,1.04714711,0.0,0.0,0.0,-0.03028138,0.41624086,-1.87477593,-0.05623555,0.55360035,-1.99194943,-0.04974928,1.01204804,-1.99194943,-0.03460859,1.01204804,-1.64042894,-0.02811929,0.84879837,-1.52325545,-0.01730278,0.6447571,-1.40608195,-0.21629688,4.70859991,-10.42694131,0.0,0.0,8.99517194,1.81988825,3.94283811,2.45878877,-25.60666804,7.55773613,90.10346872,48.05304472,0.0,5.00000014,37.72926856,-14.55304656,22.70825388,45.05363845,48.31202659,0.0,5.00000014
5.767,94.93355853,3.3570311,89.10324699,0.45878987,1.7021692,0.15443658,50.11186007,-9.99999999,0.0,59.99710083,1.04714695,0.0,0.0,0.0,50.11186007,-9.99999999,0.0,59.99710083,1.04714695,0.0,0.0,0.0,-0.0320356,0.41746247,-1.87444846,-0.05949331,0.55522508,-1.99160149,-0.05263128,1.01501824,-1.99160149,-0.03661348,1.01501824,-1.6401424,-0.02974826,0.85128946,-1.52298937,-0.01830514,0.64664936,-1.40583634,-0.22882707,4.72241891,-10.42511999,0.0,0.0,9.06852715,1.84236771,3.99577651,2.50708309,-25.63700761,7.60148691,90.22597298,48.06674899,0.0,5.00000014,37.85479996,-14.55018116,22.77671173,44.74425148,48.3212128,0.0,5.00000014
5.783,94.93036926,3.30528486,89.10571554,0.45887119,1.70215564,0.15441511,50.11203552,-9.99999999,0.0,59.99708714,1.04714671,0.0,0.0,0.0,50.11203552,-9.99999999,0.0,59.99708714,1.04714671,0.0,0.0,0.0,-0.03237753,0.42162691,-1.8803898,-0.06012831,0.5607638,-1.99791416,-0.05319304,1.02514368,-1.99791416,-0.03700428,1.02514368,-1.64534108,-0.03006577,0.8597816,-1.52781671,-0.01850052,0.65310009,-1.41029235,-0.23126946,4.76952798,-10.45816395,0.0,0.0,8.91690414,1.93682989,4.04612025,2.60862857,-25.71742309,7.76938974,90.20581025,48.06764429,0.0,5.00000014,38.1406775,-14.41290814,22.91534154,43.94552977,48.30940553,0.0,5.00000014
